DATE,#GUESTS,DAILY SALES
"16-Apr, 2012",254,"$2,215.91"
"17-Apr, 2012",290,"$2,548.04"
"18-Apr, 2012",368,"$3,263.68"
"19-Apr, 2012",301,"$2,672.25"
"20-Apr, 2012",539,"$4,913.49"
"21-Apr, 2012",480,"$4,293.45"
"22-Apr, 2012",407,"$3,672.54"
"23-Apr, 2012",284,"$2,450.07"
"24-Apr, 2012",263,"$2,399.43"
"25-Apr, 2012",337,"$3,013.52"
"26-Apr, 2012",409,"$3,521.10"
"27-Apr, 2012",665,"$5,994.87"
"28-Apr, 2012",638,"$5,775.48"
"29-Apr, 2012",544,"$4,822.91"
"30-Apr, 2012",250,"$2,201.64"
"01-May, 2012",336,"$3,017.18"
"02-May, 2012",399,"$3,619.46"
"03-May, 2012",374,"$3,364.12"
"04-May, 2012",676,"$6,140.50"
"05-May, 2012",674,"$6,129.22"
"06-May, 2012",450,"$4,133.00"
"07-May, 2012",346,"$3,162.67"
"08-May, 2012",307,"$2,806.18"
"09-May, 2012",355,"$3,227.21"
"10-May, 2012",454,"$4,018.96"
"11-May, 2012",624,"$5,888.44"
"12-May, 2012",639,"$5,779.80"
"13-May, 2012",992,"$9,179.89"
"14-May, 2012",329,"$2,981.63"
"15-May, 2012",328,"$3,072.75"
"16-May, 2012",416,"$3,825.37"
"17-May, 2012",482,"$4,257.43"
"18-May, 2012",714,"$6,628.27"
"19-May, 2012",888,"$7,322.66"
"20-May, 2012",518,"$4,682.98"
"21-May, 2012",275,"$2,429.55"
"22-May, 2012",387,"$3,408.39"
"23-May, 2012",439,"$3,901.19"
"24-May, 2012",453,"$3,971.19"
"25-May, 2012",1045,"$7,075.18"
"26-May, 2012",558,"$5,140.58"
"27-May, 2012",603,"$5,377.41"
"28-May, 2012",519,"$4,628.13"
"29-May, 2012",305,"$2,606.61"
"30-May, 2012",376,"$3,437.56"
"31-May, 2012",383,"$3,451.14"
"01-Jun, 2012",657,"$5,985.70"
"02-Jun, 2012",544,"$5,054.25"
"03-Jun, 2012",436,"$3,960.91"
"04-Jun, 2012",266,"$2,367.26"
"05-Jun, 2012",407,"$3,643.12"
"06-Jun, 2012",352,"$3,206.24"
"07-Jun, 2012",358,"$3,169.57"
"08-Jun, 2012",623,"$5,623.35"
"09-Jun, 2012",619,"$5,466.03"
"10-Jun, 2012",467,"$4,094.43"
"11-Jun, 2012",329,"$2,738.46"
"12-Jun, 2012",348,"$3,074.96"
"13-Jun, 2012",376,"$3,176.88"
"14-Jun, 2012",342,"$2,861.03"
"15-Jun, 2012",581,"$5,126.93"
"16-Jun, 2012",577,"$5,086.89"
"17-Jun, 2012",746,"$6,867.22"
"18-Jun, 2012",293,"$2,565.83"
"19-Jun, 2012",315,"$2,753.12"
"20-Jun, 2012",327,"$2,809.80"
"21-Jun, 2012",386,"$3,419.06"
"22-Jun, 2012",594,"$5,191.78"
"23-Jun, 2012",511,"$4,575.91"
"24-Jun, 2012",465,"$3,989.45"
"25-Jun, 2012",329,"$2,907.61"
"26-Jun, 2012",288,"$2,546.62"
"27-Jun, 2012",388,"$3,335.79"
"28-Jun, 2012",372,"$3,186.60"
"29-Jun, 2012",581,"$5,219.58"
"30-Jun, 2012",669,"$5,778.28"
"01-Jul, 2012",407,"$3,787.18"
"02-Jul, 2012",307,"$2,617.16"
"03-Jul, 2012",356,"$3,163.27"
"04-Jul, 2012",336,"$2,988.03"
"05-Jul, 2012",372,"$3,228.61"
"06-Jul, 2012",482,"$4,234.47"
"07-Jul, 2012",537,"$4,885.62"
"08-Jul, 2012",594,"$5,202.20"
"09-Jul, 2012",299,"$2,661.07"
"10-Jul, 2012",351,"$3,131.18"
"11-Jul, 2012",385,"$3,388.50"
"12-Jul, 2012",449,"$3,914.18"
"13-Jul, 2012",540,"$4,827.96"
"14-Jul, 2012",674,"$5,768.40"
"15-Jul, 2012",481,"$4,291.46"
"16-Jul, 2012",302,"$2,598.59"
"17-Jul, 2012",314,"$2,793.54"
"18-Jul, 2012",322,"$2,758.03"
"19-Jul, 2012",369,"$3,221.02"
"20-Jul, 2012",478,"$4,159.40"
"21-Jul, 2012",699,"$5,969.59"
"22-Jul, 2012",464,"$4,095.61"
"23-Jul, 2012",258,"$2,252.63"
"24-Jul, 2012",326,"$2,733.89"
"25-Jul, 2012",290,"$2,492.64"
"26-Jul, 2012",387,"$3,325.81"
"27-Jul, 2012",456,"$3,957.38"
"28-Jul, 2012",576,"$4,765.71"
"29-Jul, 2012",395,"$3,385.98"
"30-Jul, 2012",329,"$2,800.46"
"31-Jul, 2012",325,"$2,839.83"
"01-Aug, 2012",397,"$3,573.23"
"02-Aug, 2012",357,"$3,072.47"
"03-Aug, 2012",497,"$4,209.86"
"04-Aug, 2012",710,"$6,144.71"
"05-Aug, 2012",495,"$4,340.30"
"06-Aug, 2012",302,"$2,622.79"
"07-Aug, 2012",366,"$3,143.54"
"08-Aug, 2012",321,"$2,783.23"
"09-Aug, 2012",393,"$3,431.79"
"10-Aug, 2012",612,"$5,442.26"
"11-Aug, 2012",639,"$5,378.19"
"12-Aug, 2012",437,"$3,851.87"
"13-Aug, 2012",305,"$2,585.72"
"14-Aug, 2012",305,"$2,636.75"
"15-Aug, 2012",306,"$2,618.58"
"16-Aug, 2012",379,"$3,324.86"
"17-Aug, 2012",497,"$4,451.69"
"18-Aug, 2012",517,"$4,518.24"
"19-Aug, 2012",462,"$4,060.87"
"20-Aug, 2012",336,"$2,848.94"
"21-Aug, 2012",215,"$1,860.84"
"22-Aug, 2012",288,"$2,456.68"
"23-Aug, 2012",316,"$2,644.46"
"24-Aug, 2012",492,"$4,325.10"
"25-Aug, 2012",556,"$4,615.31"
"26-Aug, 2012",413,"$3,646.39"
"27-Aug, 2012",298,"$2,600.91"
"28-Aug, 2012",266,"$2,305.86"
"29-Aug, 2012",287,"$2,555.56"
"30-Aug, 2012",369,"$3,280.84"
"31-Aug, 2012",406,"$3,611.42"
"01-Sep, 2012",539,"$4,742.11"
"02-Sep, 2012",540,"$4,726.47"
"03-Sep, 2012",364,"$3,155.27"
"04-Sep, 2012",303,"$2,753.20"
"05-Sep, 2012",255,"$2,243.49"
"06-Sep, 2012",278,"$2,444.37"
"07-Sep, 2012",509,"$4,438.49"
"08-Sep, 2012",536,"$4,595.34"
"09-Sep, 2012",384,"$3,382.13"
"10-Sep, 2012",276,"$2,433.85"
"11-Sep, 2012",239,"$2,101.79"
"12-Sep, 2012",345,"$3,119.11"
"13-Sep, 2012",294,"$2,574.37"
"14-Sep, 2012",479,"$4,430.70"
"15-Sep, 2012",463,"$4,047.97"
"16-Sep, 2012",371,"$3,293.61"
"17-Sep, 2012",235,"$2,171.89"
"18-Sep, 2012",224,"$1,917.85"
"19-Sep, 2012",302,"$2,702.26"
"20-Sep, 2012",217,"$1,892.33"
"21-Sep, 2012",595,"$5,373.65"
"22-Sep, 2012",564,"$4,886.33"
"23-Sep, 2012",382,"$3,495.05"
"24-Sep, 2012",295,"$2,674.54"
"25-Sep, 2012",256,"$2,325.52"
"26-Sep, 2012",350,"$3,125.39"
"27-Sep, 2012",360,"$3,195.42"
"28-Sep, 2012",545,"$4,939.36"
"29-Sep, 2012",458,"$4,152.56"
"30-Sep, 2012",523,"$4,757.21"
"01-Oct, 2012",300,"$2,708.81"
"02-Oct, 2012",316,"$2,816.12"
"03-Oct, 2012",323,"$2,946.71"
"04-Oct, 2012",325,"$2,988.67"
"05-Oct, 2012",636,"$5,863.17"
"06-Oct, 2012",501,"$4,531.22"
"07-Oct, 2012",459,"$4,123.79"
"08-Oct, 2012",299,"$2,744.66"
"09-Oct, 2012",330,"$3,107.21"
"10-Oct, 2012",260,"$2,392.57"
"11-Oct, 2012",356,"$3,246.92"
"12-Oct, 2012",539,"$4,976.18"
"13-Oct, 2012",464,"$4,292.46"
"14-Oct, 2012",448,"$4,130.93"
"15-Oct, 2012",279,"$2,494.69"
"16-Oct, 2012",201,"$1,846.42"
"17-Oct, 2012",274,"$2,535.55"
"18-Oct, 2012",333,"$3,028.57"
"19-Oct, 2012",558,"$5,155.90"
"20-Oct, 2012",786,"$6,894.84"
"21-Oct, 2012",489,"$4,322.66"
"22-Oct, 2012",232,"$2,122.94"
"23-Oct, 2012",212,"$1,888.73"
"24-Oct, 2012",271,"$2,443.37"
"25-Oct, 2012",287,"$2,637.76"
"26-Oct, 2012",506,"$4,644.73"
"27-Oct, 2012",607,"$4,275.65"
"28-Oct, 2012",376,"$3,482.34"
"29-Oct, 2012",289,"$2,695.51"
"30-Oct, 2012",289,"$2,546.42"
"31-Oct, 2012",247,"$2,258.78"
"01-Nov, 2012",402,"$3,698.09"
"02-Nov, 2012",602,"$5,709.43"
"03-Nov, 2012",609,"$5,541.79"
"04-Nov, 2012",464,"$4,315.50"
"05-Nov, 2012",291,"$2,598.45"
"06-Nov, 2012",342,"$3,177.28"
"07-Nov, 2012",261,"$2,379.94"
"08-Nov, 2012",339,"$3,113.33"
"09-Nov, 2012",579,"$5,487.06"
"10-Nov, 2012",464,"$4,156.92"
"11-Nov, 2012",460,"$4,225.11"
"12-Nov, 2012",283,"$2,471.42"
"13-Nov, 2012",277,"$2,571.16"
"14-Nov, 2012",254,"$2,336.39"
"15-Nov, 2012",314,"$2,748.55"
"16-Nov, 2012",590,"$5,471.59"
"17-Nov, 2012",453,"$4,027.24"
"18-Nov, 2012",451,"$4,138.35"
"19-Nov, 2012",275,"$2,488.08"
"20-Nov, 2012",319,"$2,839.41"
"21-Nov, 2012",354,"$3,085.34"
"22-Nov, 2012",168,"$1,665.31"
"23-Nov, 2012",349,"$3,172.92"
"24-Nov, 2012",387,"$3,565.12"
"25-Nov, 2012",405,"$3,797.91"
"26-Nov, 2012",201,"$1,797.06"
"27-Nov, 2012",262,"$2,367.67"
"28-Nov, 2012",312,"$2,959.27"
"29-Nov, 2012",351,"$3,208.03"
"30-Nov, 2012",616,"$5,569.62"
"01-Dec, 2012",534,"$5,000.99"
"02-Dec, 2012",405,"$3,775.80"
"03-Dec, 2012",293,"$2,726.06"
"04-Dec, 2012",261,"$2,287.73"
"05-Dec, 2012",337,"$2,978.53"
"06-Dec, 2012",398,"$3,544.49"
"07-Dec, 2012",613,"$5,612.94"
"08-Dec, 2012",563,"$5,139.25"
"09-Dec, 2012",462,"$4,275.58"
"10-Dec, 2012",285,"$2,635.50"
"11-Dec, 2012",277,"$2,516.15"
"12-Dec, 2012",369,"$3,370.52"
"13-Dec, 2012",296,"$2,624.40"
"14-Dec, 2012",580,"$5,475.41"
"15-Dec, 2012",547,"$4,907.68"
"16-Dec, 2012",443,"$4,000.84"
"17-Dec, 2012",274,"$2,446.04"
"18-Dec, 2012",362,"$3,228.14"
"19-Dec, 2012",294,"$2,723.39"
"20-Dec, 2012",386,"$3,458.78"
"21-Dec, 2012",607,"$5,682.51"
"22-Dec, 2012",462,"$4,177.18"
"23-Dec, 2012",461,"$4,287.10"
"24-Dec, 2012",434,"$4,010.70"
"26-Dec, 2012",289,"$2,447.69"
"27-Dec, 2012",461,"$4,094.84"
"28-Dec, 2012",566,"$5,020.77"
"29-Dec, 2012",486,"$4,328.24"
"30-Dec, 2012",494,"$4,448.32"
"31-Dec, 2012",527,"$4,921.29"
"01-Jan, 2013",361,"$3,326.98"
"02-Jan, 2013",286,"$2,654.21"
"03-Jan, 2013",350,"$3,186.84"
"04-Jan, 2013",534,"$4,930.46"
"05-Jan, 2013",511,"$4,589.78"
"06-Jan, 2013",402,"$3,718.25"
"07-Jan, 2013",156,"$1,381.40"
"08-Jan, 2013",268,"$2,396.79"
"09-Jan, 2013",285,"$2,553.06"
"10-Jan, 2013",280,"$2,507.67"
"11-Jan, 2013",547,"$5,029.54"
"12-Jan, 2013",496,"$4,429.84"
"13-Jan, 2013",373,"$3,510.76"
"14-Jan, 2013",203,"$1,812.70"
"15-Jan, 2013",282,"$2,495.62"
"16-Jan, 2013",277,"$2,454.77"
"17-Jan, 2013",360,"$3,181.03"
"18-Jan, 2013",497,"$4,560.94"
"19-Jan, 2013",543,"$4,988.25"
"20-Jan, 2013",312,"$2,882.46"
"21-Jan, 2013",293,"$2,601.97"
"22-Jan, 2013",230,"$2,083.19"
"23-Jan, 2013",204,"$1,869.79"
"24-Jan, 2013",223,"$2,020.49"
"25-Jan, 2013",526,"$4,841.89"
"26-Jan, 2013",475,"$4,316.16"
"27-Jan, 2013",411,"$3,813.20"
"28-Jan, 2013",157,"$1,370.49"
"29-Jan, 2013",243,"$2,120.70"
"30-Jan, 2013",348,"$3,152.71"
"31-Jan, 2013",443,"$4,010.75"
"01-Feb, 2013",638,"$5,924.96"
"02-Feb, 2013",552,"$5,054.46"
"03-Feb, 2013",322,"$2,935.91"
"04-Feb, 2013",266,"$2,408.94"
"05-Feb, 2013",289,"$2,590.55"
"06-Feb, 2013",327,"$2,866.44"
"07-Feb, 2013",328,"$2,937.05"
"08-Feb, 2013",620,"$5,861.73"
"09-Feb, 2013",661,"$5,976.06"
"10-Feb, 2013",480,"$4,554.98"
"11-Feb, 2013",248,"$2,291.11"
"12-Feb, 2013",231,"$2,159.82"
"13-Feb, 2013",355,"$3,177.80"
"14-Feb, 2013",709,"$6,923.18"
"15-Feb, 2013",555,"$5,145.91"
"16-Feb, 2013",622,"$5,664.20"
"17-Feb, 2013",535,"$4,919.59"
"18-Feb, 2013",350,"$3,042.80"
"19-Feb, 2013",227,"$1,970.87"
"20-Feb, 2013",322,"$2,902.43"
"21-Feb, 2013",267,"$2,430.33"
"22-Feb, 2013",577,"$5,229.53"
"23-Feb, 2013",605,"$5,582.86"
"24-Feb, 2013",415,"$3,754.39"
"25-Feb, 2013",200,"$1,808.99"
"26-Feb, 2013",312,"$2,783.02"
"27-Feb, 2013",419,"$3,788.19"
"28-Feb, 2013",459,"$4,088.00"
"01-Mar, 2013",740,"$6,822.87"
"02-Mar, 2013",674,"$6,067.24"
"03-Mar, 2013",563,"$5,198.33"
"04-Mar, 2013",230,"$2,081.17"
"05-Mar, 2013",314,"$2,819.57"
"06-Mar, 2013",334,"$2,932.82"
"07-Mar, 2013",336,"$3,025.19"
"08-Mar, 2013",600,"$5,540.62"
"09-Mar, 2013",753,"$6,849.39"
"10-Mar, 2013",447,"$4,132.59"
"11-Mar, 2013",246,"$2,198.61"
"12-Mar, 2013",295,"$2,579.39"
"13-Mar, 2013",280,"$2,533.34"
"14-Mar, 2013",357,"$3,161.25"
"15-Mar, 2013",677,"$6,218.59"
"16-Mar, 2013",567,"$5,177.06"
"17-Mar, 2013",389,"$3,614.04"
"18-Mar, 2013",227,"$1,962.17"
"19-Mar, 2013",228,"$2,021.23"
"20-Mar, 2013",302,"$2,670.77"
"21-Mar, 2013",290,"$2,605.37"
"22-Mar, 2013",544,"$5,126.28"
"23-Mar, 2013",518,"$4,728.63"
"24-Mar, 2013",474,"$4,154.77"
"25-Mar, 2013",339,"$3,059.81"
"26-Mar, 2013",332,"$3,047.83"
"27-Mar, 2013",451,"$3,979.54"
"28-Mar, 2013",422,"$3,761.17"
"29-Mar, 2013",638,"$5,808.98"
"30-Mar, 2013",553,"$4,936.41"
"31-Mar, 2013",401,"$3,778.30"
"01-Apr, 2013",249,"$2,219.39"
"02-Apr, 2013",228,"$2,011.21"
"03-Apr, 2013",321,"$2,897.59"
"04-Apr, 2013",338,"$3,068.11"
"05-Apr, 2013",628,"$5,771.38"
"06-Apr, 2013",569,"$5,183.52"
"07-Apr, 2013",420,"$3,854.78"
"08-Apr, 2013",234,"$2,070.53"
"09-Apr, 2013",336,"$3,076.31"
"10-Apr, 2013",306,"$2,813.21"
"11-Apr, 2013",331,"$2,990.53"
"12-Apr, 2013",714,"$6,622.36"
"13-Apr, 2013",629,"$5,709.65"
"14-Apr, 2013",511,"$4,664.79"
"15-Apr, 2013",296,"$2,776.94"
"16-Apr, 2013",307,"$2,791.43"
"17-Apr, 2013",346,"$3,097.87"
"18-Apr, 2013",357,"$3,281.59"
"19-Apr, 2013",607,"$5,628.47"
"20-Apr, 2013",573,"$5,228.43"
"21-Apr, 2013",471,"$4,230.92"
"22-Apr, 2013",247,"$2,215.51"
"23-Apr, 2013",261,"$2,398.01"
"24-Apr, 2013",286,"$2,624.52"
"25-Apr, 2013",299,"$2,732.04"
"26-Apr, 2013",552,"$5,027.76"
"27-Apr, 2013",541,"$5,040.95"
"28-Apr, 2013",469,"$4,219.45"
"29-Apr, 2013",247,"$2,221.06"
"30-Apr, 2013",290,"$2,678.35"
"01-May, 2013",366,"$3,270.23"
"02-May, 2013",363,"$3,366.97"
"03-May, 2013",567,"$5,126.89"
"04-May, 2013",570,"$5,244.77"
"05-May, 2013",365,"$3,296.63"
"06-May, 2013",222,"$1,887.46"
"07-May, 2013",280,"$2,444.86"
"08-May, 2013",235,"$2,193.88"
"09-May, 2013",349,"$3,154.38"
"10-May, 2013",598,"$5,598.32"
"11-May, 2013",694,"$6,236.07"
"12-May, 2013",921,"$8,709.32"
