DATE,#GUESTS,DAILY SALES
"15-Jul, 2010",376,"$3,261.05"
"16-Jul, 2010",590,"$5,148.60"
"17-Jul, 2010",646,"$5,545.05"
"18-Jul, 2010",554,"$4,924.41"
"19-Jul, 2010",333,"$2,836.88"
"20-Jul, 2010",430,"$3,875.49"
"21-Jul, 2010",430,"$3,663.91"
"22-Jul, 2010",431,"$3,718.61"
"23-Jul, 2010",620,"$5,400.30"
"24-Jul, 2010",573,"$4,933.59"
"25-Jul, 2010",531,"$4,731.59"
"26-Jul, 2010",348,"$2,974.27"
"27-Jul, 2010",364,"$3,171.15"
"28-Jul, 2010",369,"$3,095.77"
"29-Jul, 2010",429,"$3,711.73"
"30-Jul, 2010",682,"$6,024.25"
"31-Jul, 2010",680,"$6,022.70"
"01-Aug, 2010",486,"$4,401.29"
"02-Aug, 2010",268,"$2,381.54"
"03-Aug, 2010",440,"$3,808.47"
"04-Aug, 2010",406,"$3,556.81"
"05-Aug, 2010",507,"$4,445.85"
"06-Aug, 2010",552,"$4,975.56"
"07-Aug, 2010",573,"$5,016.99"
"08-Aug, 2010",508,"$4,556.29"
"09-Aug, 2010",304,"$2,645.55"
"10-Aug, 2010",389,"$3,359.19"
"11-Aug, 2010",430,"$3,792.64"
"12-Aug, 2010",432,"$3,693.19"
"13-Aug, 2010",626,"$5,624.37"
"14-Aug, 2010",506,"$4,444.62"
"15-Aug, 2010",502,"$4,591.72"
"16-Aug, 2010",291,"$2,554.82"
"17-Aug, 2010",332,"$2,897.74"
"18-Aug, 2010",387,"$3,469.72"
"19-Aug, 2010",466,"$4,128.20"
"20-Aug, 2010",596,"$5,161.37"
"21-Aug, 2010",549,"$4,773.03"
"22-Aug, 2010",434,"$3,936.77"
"23-Aug, 2010",284,"$2,437.60"
"24-Aug, 2010",277,"$2,340.25"
"25-Aug, 2010",362,"$3,112.96"
"26-Aug, 2010",408,"$3,568.95"
"27-Aug, 2010",576,"$5,141.54"
"28-Aug, 2010",537,"$4,643.63"
"29-Aug, 2010",657,"$5,295.54"
"30-Aug, 2010",276,"$2,332.40"
"31-Aug, 2010",346,"$2,895.45"
"01-Sep, 2010",388,"$3,309.35"
"02-Sep, 2010",341,"$2,940.01"
"03-Sep, 2010",592,"$5,218.73"
"04-Sep, 2010",536,"$4,604.46"
"05-Sep, 2010",533,"$4,730.53"
"06-Sep, 2010",302,"$2,662.41"
"07-Sep, 2010",270,"$2,336.18"
"08-Sep, 2010",315,"$2,752.26"
"09-Sep, 2010",345,"$2,937.89"
"10-Sep, 2010",544,"$4,847.59"
"11-Sep, 2010",575,"$4,960.91"
"12-Sep, 2010",419,"$3,679.49"
"13-Sep, 2010",234,"$2,012.89"
"14-Sep, 2010",287,"$2,485.66"
"15-Sep, 2010",318,"$2,819.24"
"16-Sep, 2010",383,"$3,404.81"
"17-Sep, 2010",519,"$4,734.82"
"18-Sep, 2010",397,"$3,522.47"
"19-Sep, 2010",506,"$4,554.19"
"20-Sep, 2010",269,"$2,369.20"
"21-Sep, 2010",291,"$2,636.01"
"22-Sep, 2010",340,"$3,135.21"
"23-Sep, 2010",264,"$2,328.87"
"24-Sep, 2010",611,"$5,516.24"
"25-Sep, 2010",403,"$3,472.23"
"26-Sep, 2010",428,"$3,893.02"
"27-Sep, 2010",337,"$2,922.72"
"28-Sep, 2010",342,"$2,958.80"
"29-Sep, 2010",389,"$3,399.82"
"30-Sep, 2010",379,"$3,380.24"
"01-Oct, 2010",606,"$5,426.04"
"02-Oct, 2010",395,"$3,420.92"
"03-Oct, 2010",401,"$3,652.99"
"04-Oct, 2010",231,"$2,032.33"
"05-Oct, 2010",286,"$2,410.22"
"06-Oct, 2010",394,"$3,377.31"
"07-Oct, 2010",466,"$3,928.85"
"08-Oct, 2010",669,"$5,873.87"
"09-Oct, 2010",396,"$3,290.00"
"10-Oct, 2010",492,"$4,339.56"
"11-Oct, 2010",283,"$2,379.90"
"12-Oct, 2010",342,"$2,904.47"
"13-Oct, 2010",346,"$3,081.84"
"14-Oct, 2010",389,"$3,431.90"
"15-Oct, 2010",1042,"$6,864.32"
"16-Oct, 2010",497,"$4,217.69"
"17-Oct, 2010",500,"$4,486.29"
"18-Oct, 2010",293,"$2,650.68"
"19-Oct, 2010",322,"$2,890.50"
"20-Oct, 2010",334,"$3,059.39"
"21-Oct, 2010",324,"$2,777.25"
"22-Oct, 2010",581,"$5,272.60"
"23-Oct, 2010",504,"$4,419.08"
"24-Oct, 2010",385,"$3,505.05"
"25-Oct, 2010",268,"$2,356.68"
"26-Oct, 2010",193,"$1,693.02"
"27-Oct, 2010",334,"$2,893.58"
"28-Oct, 2010",390,"$3,324.12"
"29-Oct, 2010",643,"$5,698.02"
"30-Oct, 2010",595,"$5,055.79"
"31-Oct, 2010",556,"$4,285.99"
"01-Nov, 2010",324,"$2,857.19"
"02-Nov, 2010",374,"$3,253.15"
"03-Nov, 2010",367,"$3,150.98"
"04-Nov, 2010",449,"$3,911.48"
"05-Nov, 2010",794,"$6,894.42"
"06-Nov, 2010",641,"$5,484.18"
"07-Nov, 2010",571,"$5,086.47"
"08-Nov, 2010",298,"$2,608.41"
"09-Nov, 2010",357,"$2,801.22"
"10-Nov, 2010",294,"$2,602.42"
"11-Nov, 2010",467,"$4,188.32"
"12-Nov, 2010",547,"$5,013.67"
"13-Nov, 2010",720,"$6,168.41"
"14-Nov, 2010",489,"$4,435.80"
"15-Nov, 2010",285,"$2,522.42"
"16-Nov, 2010",319,"$2,796.58"
"17-Nov, 2010",361,"$3,211.94"
"18-Nov, 2010",365,"$3,229.77"
"19-Nov, 2010",474,"$4,344.67"
"20-Nov, 2010",613,"$5,769.39"
"21-Nov, 2010",419,"$3,921.90"
"22-Nov, 2010",307,"$2,770.30"
"23-Nov, 2010",265,"$2,275.70"
"24-Nov, 2010",330,"$2,888.96"
"26-Nov, 2010",317,"$2,763.58"
"27-Nov, 2010",385,"$3,438.91"
"28-Nov, 2010",479,"$4,344.08"
"29-Nov, 2010",248,"$2,206.57"
"30-Nov, 2010",241,"$2,144.68"
"01-Dec, 2010",283,"$2,665.62"
"02-Dec, 2010",300,"$2,817.67"
"03-Dec, 2010",666,"$6,170.10"
"04-Dec, 2010",609,"$5,529.16"
"05-Dec, 2010",640,"$5,851.14"
"06-Dec, 2010",252,"$2,312.75"
"07-Dec, 2010",356,"$3,262.62"
"08-Dec, 2010",367,"$3,344.54"
"09-Dec, 2010",384,"$3,496.50"
"10-Dec, 2010",630,"$5,956.88"
"11-Dec, 2010",594,"$5,298.41"
"12-Dec, 2010",497,"$4,501.04"
"13-Dec, 2010",349,"$3,184.68"
"14-Dec, 2010",293,"$2,607.91"
"15-Dec, 2010",328,"$2,951.71"
"16-Dec, 2010",353,"$3,099.63"
"17-Dec, 2010",622,"$5,770.09"
"18-Dec, 2010",564,"$5,038.61"
"19-Dec, 2010",538,"$5,037.59"
"20-Dec, 2010",362,"$3,449.77"
"21-Dec, 2010",382,"$3,467.34"
"22-Dec, 2010",374,"$3,374.44"
"23-Dec, 2010",528,"$4,807.82"
"24-Dec, 2010",544,"$4,890.73"
"26-Dec, 2010",371,"$3,398.26"
"27-Dec, 2010",369,"$3,359.22"
"28-Dec, 2010",402,"$3,626.12"
"29-Dec, 2010",477,"$4,339.65"
"30-Dec, 2010",583,"$5,278.73"
"31-Dec, 2010",688,"$6,390.32"
"01-Jan, 2011",534,"$4,820.58"
"02-Jan, 2011",440,"$4,053.79"
"03-Jan, 2011",299,"$2,623.09"
"04-Jan, 2011",286,"$2,529.20"
"05-Jan, 2011",361,"$3,173.39"
"06-Jan, 2011",386,"$3,440.28"
"07-Jan, 2011",604,"$5,710.45"
"08-Jan, 2011",543,"$4,909.05"
"09-Jan, 2011",462,"$4,325.15"
"10-Jan, 2011",229,"$2,079.26"
"11-Jan, 2011",308,"$2,755.42"
"12-Jan, 2011",248,"$2,244.65"
"13-Jan, 2011",344,"$2,815.96"
"14-Jan, 2011",637,"$5,644.23"
"15-Jan, 2011",541,"$4,819.51"
"16-Jan, 2011",460,"$4,193.14"
"17-Jan, 2011",380,"$3,305.25"
"18-Jan, 2011",237,"$2,068.86"
"19-Jan, 2011",330,"$2,988.91"
"20-Jan, 2011",405,"$3,603.46"
"21-Jan, 2011",711,"$6,172.38"
"22-Jan, 2011",677,"$6,129.60"
"23-Jan, 2011",409,"$3,737.45"
"24-Jan, 2011",280,"$2,427.24"
"25-Jan, 2011",315,"$2,686.04"
"26-Jan, 2011",332,"$2,772.84"
"27-Jan, 2011",445,"$3,729.15"
"28-Jan, 2011",710,"$6,160.08"
"29-Jan, 2011",642,"$5,782.06"
"30-Jan, 2011",515,"$4,695.08"
"31-Jan, 2011",278,"$2,328.42"
"01-Feb, 2011",292,"$2,649.52"
"02-Feb, 2011",347,"$3,209.74"
"03-Feb, 2011",458,"$4,033.05"
"04-Feb, 2011",649,"$6,019.72"
"05-Feb, 2011",697,"$6,333.66"
"06-Feb, 2011",282,"$2,544.69"
"07-Feb, 2011",260,"$2,280.43"
"08-Feb, 2011",282,"$2,432.04"
"09-Feb, 2011",328,"$2,986.04"
"10-Feb, 2011",367,"$3,400.34"
"11-Feb, 2011",670,"$6,175.65"
"12-Feb, 2011",731,"$6,719.29"
"13-Feb, 2011",580,"$5,380.16"
"14-Feb, 2011",699,"$6,697.83"
"15-Feb, 2011",273,"$2,431.48"
"16-Feb, 2011",264,"$2,364.85"
"17-Feb, 2011",364,"$3,328.92"
"18-Feb, 2011",657,"$6,009.07"
"19-Feb, 2011",682,"$6,147.89"
"20-Feb, 2011",480,"$4,346.70"
"21-Feb, 2011",409,"$3,536.20"
"22-Feb, 2011",261,"$2,253.08"
"23-Feb, 2011",322,"$2,895.11"
"24-Feb, 2011",388,"$3,548.56"
"25-Feb, 2011",560,"$5,152.16"
"26-Feb, 2011",713,"$6,575.78"
"27-Feb, 2011",535,"$4,962.65"
"28-Feb, 2011",275,"$2,404.17"
"01-Mar, 2011",344,"$3,155.68"
"02-Mar, 2011",380,"$3,626.49"
"03-Mar, 2011",410,"$3,827.33"
"04-Mar, 2011",814,"$7,527.81"
"05-Mar, 2011",803,"$7,487.52"
"06-Mar, 2011",621,"$5,758.69"
"07-Mar, 2011",288,"$2,618.33"
"08-Mar, 2011",332,"$3,097.95"
"09-Mar, 2011",418,"$3,806.61"
"10-Mar, 2011",412,"$3,772.51"
"11-Mar, 2011",753,"$7,287.82"
"12-Mar, 2011",1098,"$8,402.59"
"13-Mar, 2011",653,"$5,421.16"
"14-Mar, 2011",275,"$2,519.67"
"15-Mar, 2011",298,"$2,792.90"
"16-Mar, 2011",310,"$2,893.59"
"17-Mar, 2011",349,"$3,365.53"
"18-Mar, 2011",710,"$6,713.73"
"19-Mar, 2011",756,"$6,793.47"
"20-Mar, 2011",600,"$5,781.21"
"21-Mar, 2011",231,"$2,262.84"
"22-Mar, 2011",377,"$3,651.08"
"23-Mar, 2011",338,"$3,262.39"
"24-Mar, 2011",400,"$3,759.76"
"25-Mar, 2011",653,"$6,171.99"
"26-Mar, 2011",607,"$5,809.28"
"27-Mar, 2011",456,"$4,320.62"
"28-Mar, 2011",323,"$3,061.82"
"29-Mar, 2011",360,"$3,436.80"
"30-Mar, 2011",574,"$5,327.63"
"31-Mar, 2011",470,"$4,400.75"
"01-Apr, 2011",743,"$7,060.30"
"02-Apr, 2011",659,"$6,334.53"
"03-Apr, 2011",574,"$5,510.04"
"04-Apr, 2011",335,"$3,131.09"
"05-Apr, 2011",365,"$3,357.00"
"06-Apr, 2011",377,"$3,495.29"
"07-Apr, 2011",420,"$3,967.14"
"08-Apr, 2011",706,"$6,717.49"
"09-Apr, 2011",781,"$6,689.59"
"10-Apr, 2011",494,"$4,751.15"
"11-Apr, 2011",253,"$2,381.00"
"12-Apr, 2011",348,"$3,399.17"
"13-Apr, 2011",371,"$3,521.52"
"14-Apr, 2011",411,"$3,897.03"
"15-Apr, 2011",685,"$6,741.71"
"16-Apr, 2011",706,"$6,767.36"
"17-Apr, 2011",518,"$5,155.41"
"18-Apr, 2011",285,"$2,801.79"
"19-Apr, 2011",340,"$2,928.11"
"20-Apr, 2011",301,"$2,854.92"
"21-Apr, 2011",398,"$3,403.65"
"22-Apr, 2011",684,"$6,497.89"
"23-Apr, 2011",643,"$5,310.48"
"24-Apr, 2011",390,"$3,850.57"
"25-Apr, 2011",249,"$2,303.30"
"26-Apr, 2011",354,"$2,999.98"
"27-Apr, 2011",401,"$3,707.06"
"28-Apr, 2011",448,"$3,922.49"
"29-Apr, 2011",727,"$7,125.36"
"30-Apr, 2011",864,"$7,693.50"
"01-May, 2011",533,"$5,201.08"
"02-May, 2011",303,"$2,835.20"
"03-May, 2011",350,"$3,139.77"
"04-May, 2011",422,"$3,716.79"
"05-May, 2011",305,"$2,755.45"
"06-May, 2011",642,"$6,078.73"
"07-May, 2011",815,"$7,295.55"
"08-May, 2011",1065,"$10,985.83"
"09-May, 2011",279,"$2,702.25"
"10-May, 2011",369,"$3,129.77"
"11-May, 2011",348,"$2,927.24"
"12-May, 2011",413,"$3,449.22"
"13-May, 2011",639,"$6,028.34"
"14-May, 2011",703,"$5,667.77"
"15-May, 2011",464,"$4,547.15"
"16-May, 2011",295,"$2,776.08"
"17-May, 2011",330,"$2,772.15"
"18-May, 2011",295,"$2,829.69"
"19-May, 2011",414,"$3,501.49"
"20-May, 2011",587,"$5,378.52"
"21-May, 2011",1175,"$7,158.99"
"22-May, 2011",508,"$5,002.77"
"23-May, 2011",309,"$2,990.93"
"24-May, 2011",323,"$2,626.81"
"25-May, 2011",380,"$3,294.32"
"26-May, 2011",366,"$3,479.49"
"27-May, 2011",584,"$5,618.87"
"28-May, 2011",565,"$5,127.24"
"29-May, 2011",455,"$4,439.63"
"30-May, 2011",430,"$4,011.99"
"31-May, 2011",218,"$2,009.48"
"01-Jun, 2011",329,"$3,157.86"
"02-Jun, 2011",446,"$3,934.55"
"03-Jun, 2011",714,"$6,590.29"
"04-Jun, 2011",695,"$5,420.52"
"05-Jun, 2011",435,"$4,255.28"
"06-Jun, 2011",265,"$2,538.68"
"07-Jun, 2011",343,"$2,874.95"
"08-Jun, 2011",379,"$3,340.87"
"09-Jun, 2011",448,"$4,026.30"
"10-Jun, 2011",590,"$5,327.61"
"11-Jun, 2011",534,"$4,966.71"
"12-Jun, 2011",543,"$4,667.03"
"13-Jun, 2011",271,"$2,490.36"
"14-Jun, 2011",303,"$2,798.14"
"15-Jun, 2011",405,"$3,014.81"
"16-Jun, 2011",343,"$3,319.23"
"17-Jun, 2011",643,"$5,593.68"
"18-Jun, 2011",626,"$5,856.83"
"19-Jun, 2011",704,"$7,284.90"
"20-Jun, 2011",338,"$3,283.97"
"21-Jun, 2011",287,"$2,594.48"
"22-Jun, 2011",287,"$2,777.10"
"23-Jun, 2011",483,"$4,440.90"
"24-Jun, 2011",521,"$4,876.25"
"25-Jun, 2011",877,"$7,159.30"
"26-Jun, 2011",521,"$4,926.73"
"27-Jun, 2011",341,"$3,130.27"
"28-Jun, 2011",315,"$2,836.49"
"29-Jun, 2011",386,"$3,551.21"
"30-Jun, 2011",420,"$3,876.16"
"01-Jul, 2011",542,"$5,160.90"
"02-Jul, 2011",565,"$5,042.10"
"03-Jul, 2011",422,"$4,085.07"
"04-Jul, 2011",305,"$2,863.38"
"05-Jul, 2011",304,"$2,684.53"
"06-Jul, 2011",356,"$3,351.83"
"07-Jul, 2011",357,"$3,349.89"
"08-Jul, 2011",513,"$4,862.18"
"09-Jul, 2011",610,"$5,465.72"
"10-Jul, 2011",465,"$4,448.34"
"11-Jul, 2011",317,"$2,890.93"
"12-Jul, 2011",340,"$3,191.56"
"13-Jul, 2011",311,"$2,840.15"
"14-Jul, 2011",370,"$3,360.76"
"15-Jul, 2011",612,"$5,800.18"
"16-Jul, 2011",655,"$5,923.38"
"17-Jul, 2011",327,"$3,222.20"
"18-Jul, 2011",319,"$2,987.78"
"19-Jul, 2011",317,"$2,891.50"
"20-Jul, 2011",389,"$3,628.73"
"21-Jul, 2011",437,"$3,955.39"
"22-Jul, 2011",554,"$5,248.32"
"23-Jul, 2011",677,"$5,926.88"
"24-Jul, 2011",529,"$4,941.51"
"25-Jul, 2011",326,"$2,992.01"
"26-Jul, 2011",359,"$3,378.13"
"27-Jul, 2011",448,"$4,194.68"
"28-Jul, 2011",431,"$4,174.13"
"29-Jul, 2011",623,"$6,118.18"
"30-Jul, 2011",648,"$5,980.98"
"31-Jul, 2011",486,"$4,757.70"
"01-Aug, 2011",374,"$3,539.57"
"02-Aug, 2011",380,"$3,517.15"
"03-Aug, 2011",368,"$3,498.76"
"04-Aug, 2011",429,"$3,992.48"
"05-Aug, 2011",647,"$6,007.50"
"06-Aug, 2011",647,"$5,771.40"
"07-Aug, 2011",458,"$4,470.41"
"08-Aug, 2011",264,"$2,482.04"
"09-Aug, 2011",341,"$3,099.15"
"10-Aug, 2011",381,"$3,549.66"
"11-Aug, 2011",370,"$3,417.69"
"12-Aug, 2011",605,"$5,715.58"
"13-Aug, 2011",667,"$5,992.31"
"14-Aug, 2011",467,"$4,415.33"
"15-Aug, 2011",285,"$2,688.19"
"16-Aug, 2011",293,"$2,754.02"
"17-Aug, 2011",362,"$3,315.44"
"18-Aug, 2011",491,"$4,587.15"
"19-Aug, 2011",531,"$5,169.69"
"20-Aug, 2011",560,"$4,774.53"
"21-Aug, 2011",449,"$4,228.55"
"22-Aug, 2011",294,"$2,671.00"
"23-Aug, 2011",257,"$2,335.53"
"24-Aug, 2011",337,"$3,077.88"
"25-Aug, 2011",336,"$3,088.76"
"26-Aug, 2011",548,"$5,094.64"
"27-Aug, 2011",515,"$4,660.54"
"28-Aug, 2011",474,"$4,478.72"
"29-Aug, 2011",356,"$3,254.81"
"30-Aug, 2011",325,"$3,018.21"
"31-Aug, 2011",335,"$3,166.59"
"01-Sep, 2011",386,"$3,542.64"
"02-Sep, 2011",520,"$5,055.90"
"03-Sep, 2011",397,"$3,671.76"
"04-Sep, 2011",521,"$4,936.61"
"05-Sep, 2011",446,"$4,074.90"
"06-Sep, 2011",288,"$2,747.43"
"07-Sep, 2011",320,"$3,091.04"
"08-Sep, 2011",352,"$3,283.44"
"09-Sep, 2011",534,"$5,042.77"
"10-Sep, 2011",610,"$5,564.84"
"11-Sep, 2011",387,"$3,742.31"
"12-Sep, 2011",263,"$2,543.73"
"13-Sep, 2011",320,"$2,859.04"
"14-Sep, 2011",334,"$3,039.79"
"15-Sep, 2011",359,"$3,355.75"
"16-Sep, 2011",368,"$3,540.18"
"17-Sep, 2011",453,"$4,300.52"
"18-Sep, 2011",466,"$4,466.20"
"19-Sep, 2011",263,"$2,403.57"
"20-Sep, 2011",320,"$2,940.69"
"21-Sep, 2011",249,"$2,364.36"
"22-Sep, 2011",291,"$2,700.23"
"23-Sep, 2011",602,"$5,630.37"
"24-Sep, 2011",399,"$3,721.38"
"25-Sep, 2011",402,"$3,858.97"
"26-Sep, 2011",308,"$2,821.27"
"27-Sep, 2011",319,"$3,014.13"
"28-Sep, 2011",360,"$3,411.94"
"29-Sep, 2011",473,"$4,454.30"
"30-Sep, 2011",700,"$6,619.81"
"01-Oct, 2011",523,"$5,031.18"
"02-Oct, 2011",603,"$5,734.96"
"03-Oct, 2011",361,"$3,363.15"
"04-Oct, 2011",300,"$2,762.74"
"05-Oct, 2011",355,"$3,337.08"
"06-Oct, 2011",378,"$3,586.67"
"07-Oct, 2011",453,"$4,183.35"
"08-Oct, 2011",679,"$6,280.18"
"09-Oct, 2011",470,"$4,350.48"
"10-Oct, 2011",269,"$2,516.66"
"11-Oct, 2011",298,"$2,612.97"
"12-Oct, 2011",334,"$3,133.17"
"13-Oct, 2011",418,"$3,821.19"
"14-Oct, 2011",616,"$5,591.46"
"15-Oct, 2011",412,"$3,741.84"
"16-Oct, 2011",440,"$4,162.44"
"17-Oct, 2011",244,"$2,175.88"
"18-Oct, 2011",344,"$3,172.22"
"19-Oct, 2011",304,"$2,858.59"
"20-Oct, 2011",340,"$3,135.76"
"21-Oct, 2011",529,"$5,048.98"
"22-Oct, 2011",477,"$4,470.54"
"23-Oct, 2011",468,"$4,437.89"
"24-Oct, 2011",263,"$2,448.67"
"25-Oct, 2011",295,"$2,831.08"
"26-Oct, 2011",309,"$2,898.05"
"27-Oct, 2011",370,"$3,491.06"
"28-Oct, 2011",536,"$5,038.64"
"29-Oct, 2011",833,"$5,814.03"
"30-Oct, 2011",381,"$3,568.72"
"31-Oct, 2011",207,"$1,884.00"
"01-Nov, 2011",426,"$4,033.82"
"02-Nov, 2011",382,"$3,613.64"
"03-Nov, 2011",385,"$3,523.59"
"04-Nov, 2011",999,"$7,736.57"
"05-Nov, 2011",686,"$6,543.20"
"06-Nov, 2011",553,"$5,225.41"
"07-Nov, 2011",316,"$2,926.63"
"08-Nov, 2011",327,"$3,050.69"
"09-Nov, 2011",340,"$3,229.64"
"10-Nov, 2011",389,"$3,727.57"
"11-Nov, 2011",688,"$6,573.95"
"12-Nov, 2011",542,"$5,142.72"
"13-Nov, 2011",430,"$4,061.89"
"14-Nov, 2011",357,"$3,342.80"
"15-Nov, 2011",317,"$2,925.99"
"16-Nov, 2011",280,"$2,567.56"
"17-Nov, 2011",375,"$3,422.39"
"18-Nov, 2011",620,"$6,006.57"
"19-Nov, 2011",419,"$3,983.78"
"20-Nov, 2011",489,"$4,630.02"
"21-Nov, 2011",280,"$2,617.82"
"22-Nov, 2011",390,"$3,602.98"
"23-Nov, 2011",290,"$2,801.55"
"24-Nov, 2011",297,"$3,175.77"
"25-Nov, 2011",363,"$3,261.13"
"26-Nov, 2011",515,"$4,869.84"
"27-Nov, 2011",397,"$3,711.81"
"28-Nov, 2011",289,"$2,680.41"
"29-Nov, 2011",326,"$3,038.77"
"30-Nov, 2011",393,"$3,736.92"
"01-Dec, 2011",495,"$4,884.71"
"02-Dec, 2011",652,"$6,525.87"
"03-Dec, 2011",500,"$4,929.98"
"04-Dec, 2011",494,"$4,913.57"
"05-Dec, 2011",241,"$2,262.69"
"06-Dec, 2011",321,"$2,991.70"
"07-Dec, 2011",327,"$3,132.00"
"08-Dec, 2011",341,"$3,191.50"
"09-Dec, 2011",556,"$5,275.47"
"10-Dec, 2011",732,"$7,235.89"
"11-Dec, 2011",424,"$4,138.53"
"12-Dec, 2011",306,"$2,845.96"
"13-Dec, 2011",319,"$2,945.25"
"14-Dec, 2011",346,"$3,303.68"
"15-Dec, 2011",363,"$3,568.01"
"16-Dec, 2011",675,"$6,902.05"
"17-Dec, 2011",582,"$5,649.40"
"18-Dec, 2011",515,"$5,104.95"
"19-Dec, 2011",355,"$3,218.49"
"20-Dec, 2011",427,"$4,075.42"
"21-Dec, 2011",395,"$3,761.95"
"22-Dec, 2011",362,"$3,341.21"
"23-Dec, 2011",719,"$6,868.00"
"24-Dec, 2011",476,"$4,676.82"
"26-Dec, 2011",451,"$4,208.33"
"27-Dec, 2011",389,"$3,565.42"
"28-Dec, 2011",413,"$3,798.65"
"29-Dec, 2011",506,"$4,725.34"
"30-Dec, 2011",565,"$5,380.52"
"31-Dec, 2011",616,"$5,986.98"
"01-Jan, 2012",428,"$4,215.98"
"02-Jan, 2012",379,"$3,395.38"
"03-Jan, 2012",346,"$3,220.36"
"04-Jan, 2012",335,"$3,123.30"
"05-Jan, 2012",373,"$3,511.87"
"06-Jan, 2012",713,"$6,992.07"
"07-Jan, 2012",586,"$5,704.38"
"08-Jan, 2012",450,"$4,250.65"
"09-Jan, 2012",239,"$2,141.25"
"10-Jan, 2012",255,"$2,371.10"
"11-Jan, 2012",344,"$3,187.60"
"12-Jan, 2012",383,"$3,631.13"
"13-Jan, 2012",564,"$5,316.34"
"14-Jan, 2012",440,"$4,155.93"
"15-Jan, 2012",474,"$4,638.29"
"16-Jan, 2012",315,"$2,914.49"
"17-Jan, 2012",234,"$2,130.22"
"18-Jan, 2012",174,"$1,650.32"
"19-Jan, 2012",350,"$3,212.06"
"20-Jan, 2012",507,"$4,810.11"
"21-Jan, 2012",554,"$5,331.89"
"22-Jan, 2012",387,"$3,699.92"
"23-Jan, 2012",187,"$1,701.28"
"24-Jan, 2012",246,"$2,273.90"
"25-Jan, 2012",317,"$2,983.39"
"26-Jan, 2012",421,"$3,890.90"
"27-Jan, 2012",677,"$6,552.48"
"28-Jan, 2012",613,"$5,670.73"
"29-Jan, 2012",485,"$4,640.00"
"30-Jan, 2012",277,"$2,599.98"
"31-Jan, 2012",358,"$3,338.52"
"01-Feb, 2012",370,"$3,557.94"
"02-Feb, 2012",396,"$3,723.12"
"03-Feb, 2012",685,"$6,541.34"
"04-Feb, 2012",724,"$6,782.14"
"05-Feb, 2012",290,"$2,812.62"
"06-Feb, 2012",345,"$3,270.91"
"07-Feb, 2012",319,"$3,001.17"
"08-Feb, 2012",349,"$3,279.98"
"09-Feb, 2012",390,"$3,704.08"
"10-Feb, 2012",642,"$6,074.37"
"11-Feb, 2012",631,"$5,843.59"
"12-Feb, 2012",483,"$4,494.12"
"13-Feb, 2012",298,"$2,777.00"
"14-Feb, 2012",724,"$7,078.24"
"15-Feb, 2012",356,"$3,252.90"
"16-Feb, 2012",361,"$3,279.76"
"17-Feb, 2012",670,"$6,344.58"
"18-Feb, 2012",674,"$6,493.24"
"19-Feb, 2012",505,"$4,834.80"
"20-Feb, 2012",347,"$3,175.45"
"21-Feb, 2012",292,"$2,691.63"
"22-Feb, 2012",333,"$3,020.64"
"23-Feb, 2012",369,"$3,381.94"
"24-Feb, 2012",658,"$6,140.13"
"25-Feb, 2012",653,"$6,068.30"
"26-Feb, 2012",414,"$4,005.96"
"27-Feb, 2012",233,"$2,178.23"
"28-Feb, 2012",353,"$3,345.19"
"29-Feb, 2012",369,"$3,298.48"
"01-Mar, 2012",374,"$3,499.12"
"02-Mar, 2012",793,"$7,443.96"
"03-Mar, 2012",732,"$6,753.10"
"04-Mar, 2012",575,"$5,383.21"
"05-Mar, 2012",275,"$2,516.31"
"06-Mar, 2012",320,"$2,893.59"
"07-Mar, 2012",393,"$3,592.67"
"08-Mar, 2012",381,"$3,417.56"
"09-Mar, 2012",659,"$6,194.37"
"10-Mar, 2012",672,"$6,322.47"
"11-Mar, 2012",455,"$4,304.23"
"12-Mar, 2012",241,"$2,187.86"
"13-Mar, 2012",287,"$2,630.90"
"14-Mar, 2012",333,"$3,108.66"
"15-Mar, 2012",309,"$2,948.33"
"16-Mar, 2012",684,"$6,362.42"
"17-Mar, 2012",573,"$5,300.26"
"18-Mar, 2012",472,"$4,487.08"
"19-Mar, 2012",290,"$2,694.48"
"20-Mar, 2012",259,"$2,421.28"
"21-Mar, 2012",350,"$3,180.77"
"22-Mar, 2012",445,"$4,095.12"
"23-Mar, 2012",669,"$6,353.74"
"24-Mar, 2012",582,"$5,423.67"
"25-Mar, 2012",428,"$4,095.83"
"26-Mar, 2012",305,"$2,835.38"
"27-Mar, 2012",304,"$2,672.93"
"28-Mar, 2012",427,"$3,875.29"
"29-Mar, 2012",431,"$3,999.35"
"30-Mar, 2012",643,"$5,918.39"
"31-Mar, 2012",591,"$5,347.83"
"01-Apr, 2012",490,"$4,547.63"
"02-Apr, 2012",318,"$2,701.45"
"03-Apr, 2012",257,"$2,228.68"
"04-Apr, 2012",358,"$3,142.57"
"05-Apr, 2012",412,"$3,596.33"
"06-Apr, 2012",567,"$5,123.78"
"07-Apr, 2012",527,"$4,540.46"
"08-Apr, 2012",410,"$3,652.91"
"09-Apr, 2012",214,"$1,861.73"
"10-Apr, 2012",285,"$2,440.89"
"11-Apr, 2012",325,"$2,753.89"
"12-Apr, 2012",364,"$3,259.63"
"13-Apr, 2012",688,"$6,197.60"
"14-Apr, 2012",566,"$5,078.82"
"15-Apr, 2012",532,"$4,725.97"
